trip_id,arrival_time,departure_time,stop_id,stop_sequence
TRIP_WD_SERVICE_CMRL_BLUE_LINE_18_3446,18:11:00,18:12:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_18_3447,18:16:00,18:17:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_18_3448,18:04:00,18:05:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_18_3449,18:57:00,18:58:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_18_3450,18:52:00,18:53:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_18_3451,18:51:00,18:52:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_18_3452,18:04:00,18:05:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_18_3453,18:19:00,18:20:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_18_3454,18:48:00,18:49:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_18_3455,18:22:00,18:23:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_18_3456,18:23:00,18:24:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_18_3457,18:33:00,18:34:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_18_3458,18:28:00,18:29:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_18_3459,18:46:00,18:47:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_18_3460,18:29:00,18:30:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_18_3461,18:15:00,18:16:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_18_3462,18:45:00,18:46:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_18_3463,18:03:00,18:04:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3464,18:50:00,18:51:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3465,18:38:00,18:39:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3466,18:23:00,18:24:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3467,18:28:00,18:29:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3468,18:48:00,18:49:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3469,18:16:00,18:17:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3470,18:36:00,18:37:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3471,18:09:00,18:10:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3472,18:36:00,18:37:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3473,18:48:00,18:49:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3474,18:55:00,18:56:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3475,18:33:00,18:34:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3476,18:37:00,18:38:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3477,18:55:00,18:56:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3478,18:46:00,18:47:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3479,18:56:00,18:57:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_18_3480,18:59:00,18:00:00,MTC_STH01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_18_3481,18:58:00,18:59:00,MTC_STH01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_18_3482,18:47:00,18:48:00,MTC_STH01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_18_3483,18:29:00,18:30:00,MTC_STH01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_18_3484,18:23:00,18:24:00,MTC_STH01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_18_3485,18:32:00,18:33:00,MTC_STH01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_18_3486,18:40:00,18:41:00,MTC_STH01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_18_3487,18:15:00,18:16:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3488,18:11:00,18:12:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3489,18:04:00,18:05:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3490,18:54:00,18:55:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3491,18:37:00,18:38:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3492,18:22:00,18:23:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3493,18:40:00,18:41:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3494,18:48:00,18:49:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3495,18:51:00,18:52:00,MTC_STH01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3496,18:42:00,18:43:00,CMBT01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3497,18:46:00,18:47:00,CMBT01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3498,18:35:00,18:36:00,CMBT01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3499,18:57:00,18:58:00,CMBT01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3500,18:03:00,18:04:00,CMBT01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3501,18:25:00,18:26:00,CMBT01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3502,18:15:00,18:16:00,CMBT01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_18_3503,18:05:00,18:06:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3504,18:46:00,18:47:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3505,18:04:00,18:05:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3506,18:57:00,18:58:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3507,18:34:00,18:35:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3508,18:25:00,18:26:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3509,18:24:00,18:25:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3510,18:49:00,18:50:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3511,18:40:00,18:41:00,CMBT01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3512,18:40:00,18:41:00,VLCY01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3513,18:12:00,18:13:00,VLCY01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3514,18:03:00,18:04:00,VLCY01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3515,18:08:00,18:09:00,VLCY01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3516,18:06:00,18:07:00,VLCY01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3517,18:35:00,18:36:00,VLCY01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3518,18:56:00,18:57:00,VLCY01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_18_3519,18:11:00,18:12:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3520,18:21:00,18:22:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3521,18:45:00,18:46:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3522,18:34:00,18:35:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3523,18:52:00,18:53:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3524,18:13:00,18:14:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3525,18:18:00,18:19:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3526,18:57:00,18:58:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_18_3527,18:04:00,18:05:00,VLCY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3528,19:12:00,19:13:00,MAS01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3529,19:36:00,19:37:00,MAS01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3530,19:46:00,19:47:00,MAS01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3531,19:25:00,19:26:00,MAS01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3532,19:24:00,19:25:00,MAS01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3533,19:48:00,19:49:00,MAS01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3534,19:30:00,19:31:00,MAS01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3535,19:25:00,19:26:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3536,19:52:00,19:53:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3537,19:17:00,19:18:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3538,19:34:00,19:35:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3539,19:31:00,19:32:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3540,19:39:00,19:40:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3541,19:31:00,19:32:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3542,19:51:00,19:52:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3543,19:58:00,19:59:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_19_3544,19:46:00,19:47:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_19_3545,19:27:00,19:28:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_19_3546,19:45:00,19:46:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_19_3547,19:14:00,19:15:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_19_3548,19:23:00,19:24:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_19_3549,19:40:00,19:41:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_19_3550,19:53:00,19:54:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_19_3551,19:34:00,19:35:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3552,19:48:00,19:49:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3553,19:28:00,19:29:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3554,19:18:00,19:19:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3555,19:45:00,19:46:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3556,19:28:00,19:29:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3557,19:43:00,19:44:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3558,19:53:00,19:54:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3559,19:07:00,19:08:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3560,19:07:00,19:08:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3561,19:17:00,19:18:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3562,19:09:00,19:10:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3563,19:55:00,19:56:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3564,19:58:00,19:59:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3565,19:44:00,19:45:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3566,19:00:00,19:01:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3567,19:15:00,19:16:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3568,19:24:00,19:25:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3569,19:09:00,19:10:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3570,19:11:00,19:12:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3571,19:58:00,19:59:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3572,19:09:00,19:10:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3573,19:32:00,19:33:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3574,19:56:00,19:57:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3575,19:23:00,19:24:00,MTC_MRN01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3576,19:14:00,19:15:00,MAM01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3577,19:23:00,19:24:00,MAM01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3578,19:30:00,19:31:00,MAM01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3579,19:05:00,19:06:00,MAM01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3580,19:27:00,19:28:00,MAM01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3581,19:04:00,19:05:00,MAM01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3582,19:57:00,19:58:00,MAM01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3583,19:03:00,19:04:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_19_3584,19:49:00,19:50:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_19_3585,19:56:00,19:57:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_19_3586,19:55:00,19:56:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_19_3587,19:08:00,19:09:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_19_3588,19:57:00,19:58:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_19_3589,19:32:00,19:33:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_19_3590,19:18:00,19:19:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_19_3591,19:42:00,19:43:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3592,19:58:00,19:59:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3593,19:30:00,19:31:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3594,19:24:00,19:25:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3595,19:53:00,19:54:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3596,19:57:00,19:58:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3597,19:02:00,19:03:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3598,19:11:00,19:12:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3599,19:32:00,19:33:00,MAM01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_19_3600,19:12:00,19:13:00,MTC_MYL01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_19_3601,19:08:00,19:09:00,MTC_MYL01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_19_3602,19:29:00,19:30:00,MTC_MYL01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_19_3603,19:55:00,19:56:00,MTC_MYL01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_19_3604,19:38:00,19:39:00,MTC_MYL01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_19_3605,19:12:00,19:13:00,MTC_MYL01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_19_3606,19:09:00,19:10:00,MTC_MYL01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_19_3607,19:25:00,19:26:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3608,19:11:00,19:12:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3609,19:38:00,19:39:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3610,19:15:00,19:16:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3611,19:01:00,19:02:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3612,19:07:00,19:08:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3613,19:28:00,19:29:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3614,19:26:00,19:27:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3615,19:38:00,19:39:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3616,19:02:00,19:03:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3617,19:31:00,19:32:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3618,19:05:00,19:06:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3619,19:33:00,19:34:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3620,19:07:00,19:08:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3621,19:38:00,19:39:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3622,19:21:00,19:22:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3623,19:46:00,19:47:00,MTC_MYL01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3624,19:15:00,19:16:00,MS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3625,19:55:00,19:56:00,MS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3626,19:34:00,19:35:00,MS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3627,19:25:00,19:26:00,MS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3628,19:04:00,19:05:00,MS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3629,19:07:00,19:08:00,MS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3630,19:05:00,19:06:00,MS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3631,19:56:00,19:57:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3632,19:19:00,19:20:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3633,19:41:00,19:42:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3634,19:48:00,19:49:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3635,19:39:00,19:40:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3636,19:48:00,19:49:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3637,19:19:00,19:20:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3638,19:53:00,19:54:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_19_3639,19:40:00,19:41:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3640,19:39:00,19:40:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3641,19:20:00,19:21:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3642,19:16:00,19:17:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3643,19:06:00,19:07:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3644,19:34:00,19:35:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3645,19:52:00,19:53:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3646,19:11:00,19:12:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3647,19:33:00,19:34:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3648,19:56:00,19:57:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3649,19:22:00,19:23:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3650,19:41:00,19:42:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3651,19:50:00,19:51:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3652,19:00:00,19:01:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3653,19:02:00,19:03:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3654,19:35:00,19:36:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_19_3655,19:19:00,19:20:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3656,19:28:00,19:29:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3657,19:19:00,19:20:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3658,19:28:00,19:29:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3659,19:56:00,19:57:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3660,19:26:00,19:27:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3661,19:30:00,19:31:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3662,19:34:00,19:35:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3663,19:23:00,19:24:00,MTC_BNG01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3664,19:18:00,19:19:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3665,19:41:00,19:42:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3666,19:56:00,19:57:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3667,19:26:00,19:27:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3668,19:07:00,19:08:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3669,19:40:00,19:41:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3670,19:13:00,19:14:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3671,19:09:00,19:10:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3672,19:04:00,19:05:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3673,19:48:00,19:49:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3674,19:33:00,19:34:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3675,19:03:00,19:04:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3676,19:30:00,19:31:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3677,19:03:00,19:04:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3678,19:11:00,19:12:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_19_3679,19:06:00,19:07:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3680,19:23:00,19:24:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3681,19:13:00,19:14:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3682,19:10:00,19:11:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3683,19:04:00,19:05:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3684,19:29:00,19:30:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3685,19:44:00,19:45:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3686,19:37:00,19:38:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_19_3687,19:30:00,19:31:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_19_3688,19:09:00,19:10:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_19_3689,19:56:00,19:57:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_19_3690,19:47:00,19:48:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_19_3691,19:04:00,19:05:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_19_3692,19:45:00,19:46:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_19_3693,19:22:00,19:23:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_19_3694,19:00:00,19:01:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_19_3695,19:06:00,19:07:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3696,19:20:00,19:21:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3697,19:01:00,19:02:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3698,19:16:00,19:17:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3699,19:17:00,19:18:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3700,19:16:00,19:17:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3701,19:06:00,19:07:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3702,19:55:00,19:56:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_19_3703,19:33:00,19:34:00,CMRL_AIR01,1
