route_id,service_id,trip_id,trip_headsign,direction_id
MUNI_BUS_44,WD_SERVICE,T_1944,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1945,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1946,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1947,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1948,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1949,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1950,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1951,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1952,Inbound / Outbound MUNI_BUS_44,1
MUNI_T_CENTRAL,WD_SERVICE,T_1953,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1954,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1955,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1956,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1957,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1958,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1959,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1960,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1961,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1962,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1963,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1964,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1965,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1966,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_METRO_K_T,WD_SERVICE,T_1967,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1968,Inbound / Outbound MUNI_METRO_N,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1969,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1970,Inbound / Outbound MUNI_CABLE_CAR_PM,1
BART_CORE,WD_SERVICE,T_1971,Inbound / Outbound BART_CORE,0
MUNI_METRO_K_T,WD_SERVICE,T_1972,Inbound / Outbound MUNI_METRO_K_T,1
MUNI_METRO_N,WD_SERVICE,T_1973,Inbound / Outbound MUNI_METRO_N,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1974,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1975,Inbound / Outbound MUNI_CABLE_CAR_PM,0
BART_CORE,WD_SERVICE,T_1976,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1977,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1978,Inbound / Outbound MUNI_METRO_N,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1979,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1980,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_F_MARKET,WD_SERVICE,T_1981,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1982,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1983,Inbound / Outbound MUNI_CABLE_CAR_PM,0
MUNI_F_MARKET,WD_SERVICE,T_1984,Inbound / Outbound MUNI_F_MARKET,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1985,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1986,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_F_MARKET,WD_SERVICE,T_1987,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1988,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1989,Inbound / Outbound MUNI_CABLE_CAR_PM,0
MUNI_F_MARKET,WD_SERVICE,T_1990,Inbound / Outbound MUNI_F_MARKET,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1991,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1992,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_F_MARKET,WD_SERVICE,T_1993,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1994,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_METRO_K_T,WD_SERVICE,T_1995,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1996,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_1997,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_1998,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1999,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2000,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_2001,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_2002,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2003,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2004,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_2005,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_2006,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2007,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2008,Inbound / Outbound MUNI_METRO_N,1
MUNI_METRO_K_T,WD_SERVICE,T_2009,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2010,Inbound / Outbound MUNI_METRO_N,1
MUNI_T_CENTRAL,WD_SERVICE,T_2011,Inbound / Outbound MUNI_T_CENTRAL,0
BART_CORE,WD_SERVICE,T_2012,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2013,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2014,Inbound / Outbound MUNI_METRO_N,1
MUNI_T_CENTRAL,WD_SERVICE,T_2015,Inbound / Outbound MUNI_T_CENTRAL,0
BART_CORE,WD_SERVICE,T_2016,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2017,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2018,Inbound / Outbound MUNI_METRO_N,1
MUNI_T_CENTRAL,WD_SERVICE,T_2019,Inbound / Outbound MUNI_T_CENTRAL,0
BART_CORE,WD_SERVICE,T_2020,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2021,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2022,Inbound / Outbound MUNI_METRO_N,1
MUNI_METRO_N,WD_SERVICE,T_2023,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2024,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2025,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2026,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2027,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2028,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2029,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2030,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2031,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2032,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2033,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2034,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2035,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2036,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2037,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2038,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_2039,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2040,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_2041,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2042,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_2043,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2044,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_2045,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2046,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_2047,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2048,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_2049,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2050,Inbound / Outbound MUNI_BUS_44,1
MUNI_T_CENTRAL,WD_SERVICE,T_2051,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2052,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_2053,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2054,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_2055,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2056,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_2057,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2058,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_2059,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2060,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_2061,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2062,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_2063,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2064,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_METRO_K_T,WD_SERVICE,T_2065,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2066,Inbound / Outbound MUNI_METRO_N,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2067,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2068,Inbound / Outbound MUNI_CABLE_CAR_PM,1
BART_CORE,WD_SERVICE,T_2069,Inbound / Outbound BART_CORE,0
MUNI_METRO_K_T,WD_SERVICE,T_2070,Inbound / Outbound MUNI_METRO_K_T,1
MUNI_METRO_N,WD_SERVICE,T_2071,Inbound / Outbound MUNI_METRO_N,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2072,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2073,Inbound / Outbound MUNI_CABLE_CAR_PM,0
BART_CORE,WD_SERVICE,T_2074,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2075,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2076,Inbound / Outbound MUNI_METRO_N,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2077,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2078,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_F_MARKET,WD_SERVICE,T_2079,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2080,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2081,Inbound / Outbound MUNI_CABLE_CAR_PM,0
MUNI_F_MARKET,WD_SERVICE,T_2082,Inbound / Outbound MUNI_F_MARKET,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2083,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2084,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_F_MARKET,WD_SERVICE,T_2085,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2086,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2087,Inbound / Outbound MUNI_CABLE_CAR_PM,0
MUNI_F_MARKET,WD_SERVICE,T_2088,Inbound / Outbound MUNI_F_MARKET,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2089,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2090,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_F_MARKET,WD_SERVICE,T_2091,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2092,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_METRO_K_T,WD_SERVICE,T_2093,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2094,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_2095,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_2096,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2097,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2098,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_2099,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_2100,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2101,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2102,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_2103,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_2104,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2105,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2106,Inbound / Outbound MUNI_METRO_N,1
MUNI_METRO_K_T,WD_SERVICE,T_2107,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2108,Inbound / Outbound MUNI_METRO_N,1
MUNI_T_CENTRAL,WD_SERVICE,T_2109,Inbound / Outbound MUNI_T_CENTRAL,0
BART_CORE,WD_SERVICE,T_2110,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2111,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2112,Inbound / Outbound MUNI_METRO_N,1
MUNI_T_CENTRAL,WD_SERVICE,T_2113,Inbound / Outbound MUNI_T_CENTRAL,0
BART_CORE,WD_SERVICE,T_2114,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2115,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2116,Inbound / Outbound MUNI_METRO_N,1
MUNI_T_CENTRAL,WD_SERVICE,T_2117,Inbound / Outbound MUNI_T_CENTRAL,0
BART_CORE,WD_SERVICE,T_2118,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2119,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2120,Inbound / Outbound MUNI_METRO_N,1
MUNI_METRO_N,WD_SERVICE,T_2121,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2122,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2123,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2124,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2125,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2126,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2127,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2128,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2129,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2130,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2131,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2132,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2133,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_2134,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_2135,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2136,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_2137,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2138,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_2139,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2140,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_2141,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2142,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_2143,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2144,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_2145,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2146,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_2147,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_2148,Inbound / Outbound MUNI_BUS_44,1
MUNI_T_CENTRAL,WD_SERVICE,T_2149,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2150,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_2151,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2152,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_2153,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2154,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_2155,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2156,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_2157,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2158,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_2159,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2160,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_2161,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2162,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_METRO_K_T,WD_SERVICE,T_2163,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2164,Inbound / Outbound MUNI_METRO_N,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2165,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2166,Inbound / Outbound MUNI_CABLE_CAR_PM,1
BART_CORE,WD_SERVICE,T_2167,Inbound / Outbound BART_CORE,0
MUNI_METRO_K_T,WD_SERVICE,T_2168,Inbound / Outbound MUNI_METRO_K_T,1
MUNI_METRO_N,WD_SERVICE,T_2169,Inbound / Outbound MUNI_METRO_N,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2170,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2171,Inbound / Outbound MUNI_CABLE_CAR_PM,0
BART_CORE,WD_SERVICE,T_2172,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2173,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2174,Inbound / Outbound MUNI_METRO_N,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2175,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2176,Inbound / Outbound MUNI_CABLE_CAR_PM,1
BART_CORE,WD_SERVICE,T_2177,Inbound / Outbound BART_CORE,0
MUNI_METRO_K_T,WD_SERVICE,T_2178,Inbound / Outbound MUNI_METRO_K_T,1
MUNI_METRO_N,WD_SERVICE,T_2179,Inbound / Outbound MUNI_METRO_N,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2180,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2181,Inbound / Outbound MUNI_CABLE_CAR_PM,0
BART_CORE,WD_SERVICE,T_2182,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2183,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2184,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_2185,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2186,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2187,Inbound / Outbound MUNI_CABLE_CAR_PM,0
MUNI_F_MARKET,WD_SERVICE,T_2188,Inbound / Outbound MUNI_F_MARKET,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2189,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2190,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_F_MARKET,WD_SERVICE,T_2191,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2192,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2193,Inbound / Outbound MUNI_CABLE_CAR_PM,0
MUNI_F_MARKET,WD_SERVICE,T_2194,Inbound / Outbound MUNI_F_MARKET,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2195,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2196,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_F_MARKET,WD_SERVICE,T_2197,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2198,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2199,Inbound / Outbound MUNI_CABLE_CAR_PM,0
MUNI_F_MARKET,WD_SERVICE,T_2200,Inbound / Outbound MUNI_F_MARKET,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2201,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2202,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_F_MARKET,WD_SERVICE,T_2203,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_2204,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_2205,Inbound / Outbound MUNI_CABLE_CAR_PM,0
MUNI_F_MARKET,WD_SERVICE,T_2206,Inbound / Outbound MUNI_F_MARKET,1
MUNI_METRO_K_T,WD_SERVICE,T_2207,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2208,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_2209,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_2210,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2211,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2212,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_2213,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_2214,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2215,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2216,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_2217,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_2218,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_2219,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_2220,Inbound / Outbound MUNI_METRO_N,1
